methane,air_quality,temperature,humidity,risk
166,532,41,68,High Risk
598,269,33,46,Warning
878,482,41,89,Critical
61,408,25,57,Warning
290,460,40,43,Warning
850,364,41,82,Critical
692,71,32,58,Warning
692,316,31,58,Warning
907,95,40,79,Warning
98,375,28,92,Warning
308,535,37,66,High Risk
486,487,20,36,Warning
529,429,38,82,High Risk
267,184,36,94,Warning
798,213,40,71,High Risk
546,500,45,49,High Risk
82,284,20,82,Safe
801,320,20,49,High Risk
754,73,33,93,High Risk
783,177,35,71,Warning
654,243,39,64,Warning
473,214,36,79,Warning
597,287,31,78,Warning
427,318,44,53,Warning
74,562,32,63,Warning
93,154,35,37,Safe
551,456,34,56,High Risk
529,302,37,89,High Risk
610,206,29,85,Warning
765,373,38,92,Critical
252,430,26,51,Warning
169,149,32,35,Safe
233,457,44,58,Warning
976,521,32,42,Critical
304,599,27,76,High Risk
876,545,26,60,Critical
216,112,41,86,Warning
537,340,34,85,Warning
751,346,20,31,High Risk
536,357,20,50,High Risk
823,142,23,73,Warning
472,100,34,84,Safe
872,444,31,51,High Risk
631,89,45,60,Warning
880,558,38,35,Critical
506,271,27,95,High Risk
303,274,34,92,Warning
706,114,37,34,Warning
189,136,43,46,Safe
882,177,44,67,High Risk
227,98,28,74,Safe
160,97,20,88,Safe
205,523,32,36,Warning
481,572,30,92,High Risk
641,379,42,55,High Risk
563,523,30,60,High Risk
320,319,28,71,Warning
537,490,34,82,High Risk
616,154,40,46,Warning
629,450,23,49,High Risk
847,162,35,89,High Risk
144,546,23,90,High Risk
583,535,31,92,Critical
728,354,30,38,High Risk
560,354,30,32,High Risk
671,537,32,80,High Risk
830,86,26,50,Warning
854,482,28,43,High Risk
799,404,43,44,Critical
116,413,21,30,Warning
180,133,44,81,Safe
219,65,38,80,Safe
440,361,30,57,Warning
884,178,28,55,Warning
380,303,37,81,Warning
426,154,21,50,Safe
420,428,42,43,High Risk
941,154,35,31,Warning
611,378,27,43,High Risk
836,324,26,51,High Risk
81,277,20,65,Safe
208,67,30,90,Safe
901,295,28,73,High Risk
265,354,43,31,High Risk
803,158,20,74,Warning
979,86,39,76,Warning
384,182,25,92,Warning
556,303,21,37,Warning
177,305,35,47,Safe
624,129,31,88,Warning
781,574,43,36,Critical
114,256,42,85,Warning
801,600,27,76,Critical
994,518,27,86,Critical
777,466,40,38,High Risk
106,414,21,89,Warning
930,210,41,40,High Risk
925,253,22,85,High Risk
102,217,33,36,Safe
712,524,34,63,High Risk
58,462,44,45,Warning
772,405,25,82,High Risk
765,441,20,42,High Risk
82,216,36,69,Safe
947,310,22,48,High Risk
269,530,31,76,High Risk
926,340,33,70,High Risk
390,548,26,45,High Risk
261,79,34,77,Safe
228,380,25,49,Warning
591,477,38,44,High Risk
199,126,31,88,Safe
413,248,33,51,Warning
634,404,22,35,High Risk
442,351,29,54,Warning
726,419,23,41,High Risk
533,575,28,63,High Risk
480,218,43,66,Warning
735,233,26,75,Warning
225,424,42,30,Warning
624,323,34,58,Warning
773,153,26,90,High Risk
287,281,33,51,Warning
132,447,27,68,Warning
446,407,38,56,Warning
132,149,41,76,Safe
170,192,44,57,Safe
860,595,27,57,Critical
869,531,31,93,Critical
496,504,36,34,High Risk
104,222,26,74,Safe
694,598,27,85,High Risk
213,170,24,55,Safe
774,111,43,56,High Risk
202,536,31,89,High Risk
820,486,41,36,Critical
832,190,22,90,High Risk
199,321,38,54,Safe
562,580,36,40,High Risk
637,434,21,95,High Risk
281,535,42,72,High Risk
936,561,41,60,Critical
836,468,39,48,High Risk
333,199,38,38,Safe
523,528,24,91,Critical
81,332,37,89,Warning
56,304,25,63,Safe
367,94,26,49,Safe
638,578,32,68,High Risk
702,539,28,86,Critical
236,145,43,90,Warning
497,109,33,73,Safe
530,286,30,66,Warning
504,591,43,46,Critical
259,563,35,58,High Risk
459,167,21,42,Safe
137,261,44,82,Warning
795,97,31,58,Warning
947,80,36,95,High Risk
318,258,35,53,Warning
159,52,33,56,Safe
673,265,38,59,Warning
382,261,41,57,Warning
548,564,32,68,High Risk
402,570,43,95,Critical
456,338,22,43,Warning
304,200,33,64,Safe
819,281,25,94,High Risk
659,416,24,38,High Risk
880,136,33,89,High Risk
782,493,31,80,High Risk
159,266,26,30,Safe
102,125,44,92,Warning
887,91,36,60,Warning
983,541,32,61,Critical
543,368,39,39,High Risk
118,534,43,72,High Risk
967,479,20,71,High Risk
663,446,36,38,High Risk
233,208,37,31,Safe
887,175,20,82,Warning
843,361,28,44,High Risk
302,115,20,31,Safe
449,531,40,46,High Risk
713,149,41,74,Warning
984,126,23,89,High Risk
117,229,42,33,Warning
687,194,34,68,Warning
147,123,30,65,Safe
730,93,26,69,Warning
126,91,23,56,Safe
537,57,25,49,Warning
644,279,34,59,Warning
326,307,37,46,Warning
142,481,33,55,Warning
926,494,39,55,High Risk
848,453,38,58,High Risk
956,336,41,82,High Risk
438,240,20,54,Warning
552,356,24,48,High Risk
922,297,35,95,High Risk
745,406,32,76,High Risk
131,596,36,70,Warning
991,507,25,64,Critical
517,90,27,67,Warning
665,203,25,79,Warning
853,141,33,67,Warning
856,88,34,39,Warning
611,475,24,36,High Risk
363,238,23,75,Warning
511,142,22,46,Warning
566,536,27,46,High Risk
620,140,45,41,Warning
623,151,41,47,Warning
918,226,37,66,High Risk
361,278,28,64,Warning
908,435,45,83,Critical
468,557,35,47,High Risk
293,69,26,55,Safe
451,547,24,55,High Risk
464,113,23,93,Warning
756,539,23,37,Critical
137,540,33,56,Warning
326,277,27,91,Warning
596,543,42,32,Critical
617,89,30,48,Warning
428,525,31,93,High Risk
841,487,43,80,Critical
533,319,45,32,High Risk
50,540,43,67,High Risk
278,392,30,38,Warning
184,76,28,95,Safe
559,251,37,71,Warning
251,580,27,68,High Risk
560,274,43,69,High Risk
938,223,36,35,High Risk
60,273,44,57,Warning
541,129,37,35,Warning
724,332,22,68,Warning
741,239,42,77,High Risk
776,269,33,56,High Risk
104,198,28,79,Safe
781,401,26,38,High Risk
324,238,41,61,Warning
900,208,21,65,High Risk
925,72,22,68,Warning
480,105,34,84,Safe
322,424,45,33,High Risk
228,287,42,60,Warning
796,396,21,72,High Risk
96,377,38,45,Warning
548,506,39,38,High Risk
421,501,36,79,High Risk
941,483,26,65,High Risk
379,489,24,67,Warning
524,262,34,42,Warning
59,128,27,65,Safe
211,349,24,56,Safe
74,154,20,91,Safe
797,249,29,46,High Risk
436,468,28,37,Warning
254,319,28,79,Warning
235,180,27,76,Safe
160,461,40,57,Warning
119,98,42,34,Safe
234,466,26,42,Warning
196,400,43,80,Warning
257,63,26,81,Safe
497,419,21,79,Warning
644,363,29,45,High Risk
673,130,43,78,Warning
552,436,38,34,High Risk
783,94,41,36,High Risk
648,306,26,76,Warning
340,138,39,38,Safe
553,202,39,58,Warning
122,293,22,55,Safe
886,135,36,64,Warning
562,559,33,94,Critical
67,242,36,36,Safe
318,262,33,80,Warning
563,520,37,30,High Risk
797,108,43,51,High Risk
387,439,33,47,Warning
288,331,31,90,Warning
291,585,32,33,High Risk
758,518,33,45,Critical
735,219,41,92,High Risk
828,104,33,53,Warning
710,90,39,44,Warning
677,420,27,94,High Risk
337,286,26,55,Warning
945,260,22,54,High Risk
349,69,45,43,Warning
845,550,38,69,Critical
756,329,22,74,High Risk
480,214,20,30,Warning
673,107,25,56,Warning
339,557,25,87,High Risk
353,416,43,32,High Risk
243,452,32,42,Warning
827,545,45,41,Critical
727,241,34,71,Warning
446,462,40,86,High Risk
118,76,44,58,Safe
723,121,41,86,High Risk
988,492,20,33,High Risk
550,335,26,59,Warning
994,152,28,90,High Risk
441,453,26,81,Warning
606,172,45,55,Warning
727,330,32,36,Warning
875,446,45,54,Critical
485,209,30,95,Warning
344,84,28,92,Warning
552,454,39,66,High Risk
884,452,26,37,High Risk
842,449,32,68,High Risk
153,385,28,73,Warning
980,109,37,64,Warning
784,391,37,32,High Risk
518,260,44,82,High Risk
656,518,44,72,Critical
809,293,34,63,High Risk
299,563,30,77,High Risk
866,109,38,82,Warning
222,287,38,47,Safe
353,509,42,94,Critical
256,467,31,85,Warning
463,445,25,77,Warning
860,600,26,65,Critical
897,133,32,41,Warning
539,582,37,66,High Risk
328,447,21,83,Warning
499,409,24,75,Warning
55,457,38,86,Warning
582,385,26,48,High Risk
320,236,40,95,Warning
965,367,39,76,High Risk
258,79,43,93,Warning
161,589,24,52,Warning
710,454,28,60,High Risk
560,278,40,48,Warning
332,547,34,45,High Risk
536,114,34,30,Warning
553,76,22,40,Warning
231,331,32,85,Safe
481,550,45,54,High Risk
406,590,33,57,High Risk
799,437,25,57,High Risk
219,233,22,92,Warning
996,388,34,50,High Risk
352,524,36,61,High Risk
114,435,25,51,Warning
53,261,40,75,Safe
670,175,35,51,Warning
338,392,40,57,Warning
75,210,35,56,Safe
716,482,20,36,High Risk
51,334,31,84,Safe
387,521,33,56,High Risk
100,224,37,88,Warning
777,549,38,39,Critical
842,336,25,82,High Risk
897,221,34,65,High Risk
724,163,21,72,Warning
692,485,21,53,High Risk
635,429,40,90,High Risk
791,334,38,40,High Risk
838,66,36,51,Warning
494,508,45,79,High Risk
330,187,28,50,Safe
455,597,38,47,High Risk
59,261,24,61,Safe
172,125,28,93,Safe
149,349,24,75,Safe
984,75,27,34,Warning
152,568,23,32,Warning
786,299,28,46,High Risk
260,144,29,81,Safe
399,251,21,60,Warning
483,121,20,85,Safe
298,136,24,30,Safe
530,491,45,34,High Risk
604,577,20,50,High Risk
373,574,38,79,High Risk
479,245,32,30,Warning
354,177,33,77,Safe
635,215,35,71,Warning
974,404,29,38,High Risk
627,245,41,67,High Risk
559,517,20,46,High Risk
128,332,36,79,Safe
330,365,40,95,High Risk
361,517,35,40,High Risk
696,96,20,60,Warning
426,558,43,51,High Risk
411,413,21,91,High Risk
327,268,30,42,Warning
925,346,36,77,High Risk
905,330,37,88,High Risk
57,365,22,86,Warning
804,165,45,88,High Risk
952,345,29,46,High Risk
861,88,33,93,High Risk
774,72,42,32,High Risk
328,197,29,50,Safe
194,549,41,80,High Risk
372,523,23,71,High Risk
535,414,25,31,High Risk
883,564,42,90,Critical
196,493,45,76,Warning
599,533,24,86,Critical
748,525,40,60,High Risk
215,95,20,51,Safe
273,244,36,94,Warning
329,251,45,78,Warning
130,130,21,79,Safe
891,564,39,59,Critical
439,567,44,60,High Risk
463,99,40,88,Warning
97,69,41,51,Safe
882,174,31,55,Warning
896,575,31,40,Critical
234,553,24,58,Warning
156,575,33,77,Warning
239,403,30,90,Warning
902,576,35,62,Critical
463,589,39,48,High Risk
797,368,28,43,High Risk
260,554,21,35,High Risk
291,163,24,77,Safe
563,128,31,46,Warning
143,553,42,74,High Risk
867,600,20,81,Critical
296,402,42,92,High Risk
649,492,27,45,High Risk
962,162,30,61,Warning
282,414,34,84,Warning
904,198,35,49,Warning
628,433,25,76,High Risk
257,409,29,51,Warning
559,413,23,92,High Risk
421,406,21,57,Warning
194,380,24,55,Warning
321,258,40,42,Warning
302,55,40,57,Safe
234,228,25,33,Safe
169,349,26,37,Safe
654,314,24,58,Warning
565,235,23,53,Warning
687,105,39,81,Warning
417,252,37,60,Warning
808,227,30,46,High Risk
218,430,44,90,High Risk
525,387,20,94,High Risk
839,262,21,31,High Risk
878,144,25,88,High Risk
134,284,24,39,Safe
342,367,45,76,High Risk
869,415,45,48,Critical
197,188,22,54,Safe
601,272,24,57,Warning
74,166,41,48,Safe
722,68,26,72,Warning
514,156,31,84,Warning
529,336,26,46,Warning
813,449,42,57,Critical
751,507,21,95,Critical
168,392,28,43,Warning
283,289,26,42,Warning
60,123,20,70,Safe
573,204,20,84,Warning
786,370,38,53,High Risk
657,50,25,52,Warning
940,362,26,70,High Risk
97,270,43,84,Warning
280,139,32,62,Safe
516,341,39,93,High Risk
840,442,32,75,High Risk
697,98,44,45,Warning
256,307,21,95,Warning
844,336,30,67,High Risk
109,322,23,52,Safe
300,586,41,59,High Risk
64,198,24,70,Safe
789,394,45,54,Critical
660,262,44,86,High Risk
527,91,37,49,Warning
468,192,28,81,Safe
293,293,20,50,Warning
77,417,37,76,Warning
166,174,30,51,Safe
242,585,42,79,High Risk
148,237,30,51,Safe
288,457,25,50,Warning
543,329,32,91,High Risk
189,280,34,88,Warning
401,194,23,37,Safe
803,213,36,38,High Risk
785,231,27,53,High Risk
845,202,30,62,High Risk
347,148,22,59,Safe
108,171,42,88,Warning
788,236,37,49,High Risk
556,135,43,68,Warning
783,98,36,49,Warning
791,118,29,94,High Risk
990,583,39,85,Critical
826,114,28,50,Warning
579,472,30,82,High Risk
719,415,45,64,High Risk
159,567,33,67,Warning
244,393,42,82,Warning
605,462,26,48,High Risk
422,324,41,85,Warning
228,499,20,49,Warning
351,441,43,59,High Risk
54,408,37,45,Warning
427,599,36,59,High Risk
292,316,34,37,Warning
127,594,41,83,High Risk
591,315,22,34,Warning
382,56,25,46,Safe
142,479,33,81,Warning
516,407,23,31,High Risk
260,515,35,77,High Risk
490,212,41,52,Warning
92,235,33,91,Warning
79,286,39,86,Warning
803,241,30,64,High Risk
274,507,44,75,High Risk
210,192,29,72,Safe
831,83,38,54,Warning
456,198,32,85,Safe
532,259,24,58,Warning
188,120,36,79,Safe
462,599,44,51,High Risk
503,178,36,45,Warning
370,258,28,33,Warning
141,502,33,93,High Risk
558,216,22,49,Warning
194,115,24,82,Safe
194,486,43,83,Warning
911,333,26,83,High Risk
90,382,38,59,Warning
896,226,36,90,High Risk
446,184,21,61,Safe
887,118,38,67,Warning
981,185,43,46,High Risk
350,224,28,81,Warning
869,206,33,76,High Risk
236,331,35,64,Safe
121,485,22,88,Warning
109,76,28,67,Safe
983,180,23,49,Warning
858,441,43,39,Critical
306,514,45,94,Critical
800,227,43,34,High Risk
806,510,21,35,Critical
511,303,38,36,Warning
385,189,45,50,Warning
677,223,32,89,High Risk
867,332,32,66,High Risk
146,435,38,88,Warning
152,277,22,61,Safe
188,93,20,82,Safe
879,156,41,73,High Risk
62,234,41,75,Warning
339,351,21,31,Warning
993,507,29,44,Critical
219,252,26,74,Safe
986,529,34,64,Critical
732,434,38,46,High Risk
441,137,27,55,Safe
601,131,32,53,Warning
234,254,21,65,Safe
197,554,26,41,Warning
979,503,29,46,Critical
857,531,43,65,Critical
464,282,45,74,Warning
188,526,34,93,High Risk
604,240,28,73,Warning
948,190,23,60,Warning
963,142,45,64,High Risk
302,199,20,75,Safe
582,155,44,37,Warning
192,487,28,67,Warning
464,562,35,60,High Risk
275,324,39,51,Warning
296,191,34,76,Safe
416,224,32,65,Warning
80,194,45,56,Safe
268,527,20,85,High Risk
707,69,22,76,Warning
524,467,33,40,High Risk
990,398,37,59,High Risk
351,530,40,47,High Risk
603,313,35,80,Warning
712,211,45,83,High Risk
377,403,23,50,Warning
571,96,33,37,Warning
428,368,34,61,Warning
421,571,42,61,High Risk
318,550,45,43,High Risk
759,163,44,76,High Risk
968,323,38,49,High Risk
246,531,41,30,High Risk
842,562,45,88,Critical
421,202,45,43,Warning
505,65,39,92,Warning
912,509,39,87,Critical
885,207,23,59,High Risk
377,140,25,56,Safe
82,152,29,50,Safe
697,297,40,79,Warning
84,570,45,90,High Risk
836,413,24,95,Critical
999,394,39,94,Critical
749,400,33,47,High Risk
128,589,45,61,High Risk
366,402,42,43,High Risk
452,561,42,52,High Risk
526,517,38,85,High Risk
243,106,30,67,Safe
887,461,31,60,High Risk
190,89,44,72,Safe
246,427,34,91,Warning
770,491,35,78,High Risk
777,138,33,88,High Risk
837,521,20,63,Critical
837,534,44,64,Critical
613,270,32,75,Warning
949,323,44,44,High Risk
280,157,30,48,Safe
639,369,37,95,High Risk
668,131,30,80,Warning
651,303,27,88,High Risk
339,253,45,93,High Risk
843,184,42,38,High Risk
867,148,37,65,Warning
516,531,37,41,High Risk
139,576,27,60,Warning
99,235,44,42,Warning
91,51,30,90,Safe
430,466,27,82,Warning
814,144,27,53,Warning
1000,54,37,43,Warning
233,488,44,77,Warning
418,577,44,80,High Risk
728,240,29,80,Warning
989,509,44,37,Critical
97,528,38,43,Warning
454,270,33,82,Warning
958,378,22,73,High Risk
373,198,28,69,Safe
671,533,23,81,High Risk
771,521,23,69,Critical
721,416,35,33,High Risk
365,109,29,65,Safe
326,446,31,57,Warning
101,496,40,48,Warning
271,257,30,56,Warning
760,344,27,60,High Risk
424,460,25,45,Warning
513,292,24,46,Warning
642,218,30,39,Warning
494,531,31,69,High Risk
545,326,25,43,Warning
721,243,42,92,High Risk
596,69,29,45,Warning
333,85,45,68,Warning
965,407,22,31,High Risk
110,319,25,79,Safe
427,597,40,62,High Risk
387,307,25,61,Warning
233,535,21,57,Warning
289,60,21,30,Safe
511,219,35,33,Warning
704,505,28,73,High Risk
321,121,28,55,Safe
776,78,36,40,Warning
102,409,29,87,Warning
644,105,20,34,Warning
528,277,26,89,High Risk
132,597,42,39,High Risk
605,217,41,59,High Risk
393,418,25,93,High Risk
952,582,20,82,Critical
429,453,37,82,Warning
485,94,26,93,Warning
148,326,32,95,Warning
956,206,33,41,High Risk
623,394,31,62,High Risk
264,434,25,45,Warning
172,224,45,77,Warning
955,212,32,40,High Risk
175,500,29,76,Warning
554,520,27,57,High Risk
151,437,26,68,Warning
578,591,30,69,High Risk
830,416,21,61,High Risk
777,600,43,90,Critical
155,386,40,84,Warning
364,175,20,47,Safe
913,148,45,77,High Risk
824,240,36,67,High Risk
995,550,32,95,Critical
401,465,40,76,Warning
101,289,45,71,Warning
922,295,45,39,High Risk
417,414,20,93,High Risk
915,274,32,59,High Risk
245,53,23,78,Safe
717,61,38,47,Warning
714,545,35,32,High Risk
102,297,40,91,Warning
723,517,45,59,Critical
739,299,22,88,High Risk
448,286,40,33,Warning
959,492,37,93,Critical
151,397,38,61,Warning
86,343,30,53,Safe
595,280,33,38,Warning
448,495,39,31,Warning
374,368,24,72,Warning
416,207,42,72,Warning
726,143,41,87,High Risk
260,120,20,51,Safe
111,391,33,84,Warning
220,217,40,31,Safe
732,369,44,61,High Risk
910,391,25,66,High Risk
830,119,43,92,High Risk
558,88,29,45,Warning
830,539,42,86,Critical
806,139,20,30,Warning
724,585,30,81,High Risk
57,164,21,51,Safe
989,396,40,88,Critical
719,255,30,61,Warning
178,278,25,84,Safe
142,214,42,30,Warning
537,353,41,37,High Risk
573,207,22,32,Warning
405,300,31,41,Warning
675,389,33,36,High Risk
547,543,26,63,High Risk
715,144,37,82,Warning
298,272,20,66,Warning
334,205,23,87,Warning
195,290,43,35,Warning
289,408,40,60,Warning
786,419,43,63,Critical
587,436,44,44,High Risk
817,277,33,83,High Risk
653,303,40,81,Warning
884,69,43,31,High Risk
65,322,32,30,Safe
555,235,31,58,Warning
334,312,37,52,Warning
861,525,27,55,Critical
619,577,39,34,High Risk
360,300,35,67,Warning
508,85,41,43,Warning
731,449,27,82,High Risk
831,581,24,74,Critical
235,131,42,60,Safe
304,88,37,52,Safe
199,224,22,34,Safe
553,562,42,73,Critical
95,137,43,84,Safe
574,470,38,58,High Risk
618,356,24,51,High Risk
964,273,30,70,High Risk
78,483,27,54,Warning
703,172,25,54,Warning
76,459,34,69,Warning
643,406,33,65,High Risk
471,275,44,55,Warning
962,81,44,89,High Risk
981,76,36,78,Warning
527,527,41,30,Critical
966,304,26,34,High Risk
660,98,42,94,High Risk
517,113,31,48,Warning
71,227,41,43,Warning
540,190,24,40,Warning
160,442,34,33,Warning
259,416,33,65,Warning
775,567,38,70,Critical
622,561,39,64,High Risk
161,489,37,86,Warning
428,79,44,79,Warning
861,582,25,79,Critical
583,552,40,70,High Risk
83,191,32,68,Safe
655,100,36,75,Warning
595,215,25,47,Warning
680,419,43,55,High Risk
213,399,34,75,Warning
687,199,43,92,High Risk
782,254,26,68,High Risk
116,440,45,77,Warning
296,318,26,86,Warning
865,320,41,41,High Risk
509,547,32,71,High Risk
598,398,44,88,Critical
874,228,28,53,High Risk
931,530,25,36,Critical
237,578,22,65,Warning
158,531,36,89,High Risk
218,132,39,87,Safe
758,513,42,78,Critical
517,378,39,76,High Risk
432,374,35,46,Warning
950,429,24,78,High Risk
186,574,20,70,Warning
267,301,44,70,Warning
390,482,32,35,Warning
768,519,31,91,Critical
323,530,36,67,High Risk
252,231,30,72,Warning
693,296,30,34,Warning
799,278,44,91,Critical
300,330,43,59,Warning
881,324,26,95,High Risk
485,466,38,81,Warning
512,468,29,87,High Risk
262,87,20,71,Safe
157,503,21,44,Warning
851,462,36,31,High Risk
305,244,43,76,Warning
664,130,38,78,Warning
798,580,21,93,Critical
383,243,37,58,Warning
358,479,32,71,Warning
74,64,20,92,Safe
362,373,26,77,Warning
298,540,25,87,High Risk
98,589,32,35,Warning
642,400,40,76,High Risk
427,237,21,61,Warning
576,454,26,58,High Risk
120,509,26,72,Warning
370,298,26,35,Warning
961,499,38,91,Critical
458,498,20,57,Warning
531,329,43,78,High Risk
596,425,38,36,High Risk
75,420,31,78,Warning
99,514,20,72,Warning
502,470,33,32,High Risk
720,471,38,41,High Risk
139,270,39,33,Safe
337,328,40,36,Warning
379,525,34,40,High Risk
678,131,24,52,Warning
241,450,42,47,Warning
435,475,36,80,Warning
607,501,27,61,High Risk
600,162,37,79,Warning
414,488,40,43,Warning
89,212,29,75,Safe
394,549,23,32,High Risk
550,90,32,66,Warning
755,246,31,93,High Risk
655,59,36,66,Warning
618,135,24,54,Warning
877,512,37,92,Critical
585,595,34,30,High Risk
927,347,44,30,High Risk
252,412,27,74,Warning
130,342,32,47,Safe
220,109,22,59,Safe
736,162,41,80,Warning
171,246,36,36,Safe
377,266,42,42,Warning
375,346,29,59,Warning
684,482,30,44,High Risk
821,221,27,81,High Risk
78,594,32,52,Warning
784,161,36,30,Warning
362,409,30,77,Warning
108,410,42,73,Warning
770,241,23,77,High Risk
631,161,23,75,Warning
361,524,45,69,High Risk
451,486,43,81,High Risk
396,230,22,49,Warning
596,227,41,43,High Risk
493,378,20,78,Warning
919,102,43,47,High Risk
185,370,21,85,Warning
408,142,34,51,Safe
225,512,41,59,High Risk
347,138,30,62,Safe
911,430,29,94,Critical
192,336,22,85,Safe
259,569,33,56,High Risk
255,212,36,82,Warning
693,582,28,82,High Risk
105,125,32,67,Safe
640,249,39,86,High Risk
56,453,44,79,Warning
684,309,20,91,High Risk
145,178,36,87,Safe
834,447,38,69,High Risk
878,189,22,73,Warning
558,128,40,63,Warning
345,471,22,55,Warning
914,331,32,55,High Risk
575,383,20,72,High Risk
344,186,22,69,Safe
952,163,20,63,Warning
924,573,40,69,Critical
246,168,33,74,Safe
669,514,42,95,Critical
271,472,27,71,Warning
881,136,21,81,Warning
907,519,31,44,Critical
909,119,32,36,Warning
835,224,28,86,High Risk
768,426,36,38,High Risk
181,237,25,75,Safe
173,212,30,90,Warning
751,205,27,33,High Risk
872,284,38,87,High Risk
760,157,45,85,High Risk
526,400,33,56,High Risk
259,444,22,41,Warning
888,220,23,61,High Risk
575,60,29,67,Warning
165,395,35,62,Warning
979,361,28,38,High Risk
988,452,23,91,Critical
323,182,37,93,Warning
374,474,37,76,Warning
608,559,24,56,High Risk
708,201,28,43,Warning
222,282,32,64,Safe
890,201,32,41,High Risk
201,402,43,45,Warning
978,447,24,88,Critical
685,194,36,35,Warning
930,323,26,69,High Risk
545,453,27,55,High Risk
454,191,22,74,Safe
279,546,40,73,High Risk
737,593,20,55,High Risk
776,585,32,64,Critical
798,342,31,54,High Risk
415,408,44,30,High Risk
910,117,38,81,Warning
180,358,27,83,Warning
127,454,34,32,Warning
431,378,25,74,Warning
717,233,25,46,Warning
245,406,32,41,Warning
428,229,43,38,Warning
483,327,31,72,Warning
327,351,29,32,Warning
847,62,28,91,High Risk
256,255,33,65,Warning
319,122,21,43,Safe
110,455,32,82,Warning
222,529,43,74,High Risk
988,494,33,62,High Risk
240,264,24,48,Safe
912,83,29,48,Warning
460,426,44,95,High Risk
669,222,31,45,Warning
547,564,43,34,Critical
512,226,29,52,Warning
577,78,21,72,Warning
82,254,32,50,Safe
508,182,37,95,Warning
143,483,41,76,Warning
373,452,40,39,Warning
810,519,34,71,Critical
536,184,34,61,Warning
396,177,23,71,Safe
289,184,43,86,Warning
148,517,37,45,Warning
729,449,30,88,High Risk
120,143,37,33,Safe
490,63,20,34,Safe
517,480,44,76,High Risk
472,539,40,75,High Risk
482,434,27,58,Warning
546,285,42,62,High Risk
929,513,31,84,Critical
495,566,36,60,High Risk
458,558,35,92,High Risk
876,568,37,83,Critical
197,496,29,53,Warning
625,349,28,74,Warning
860,53,39,57,Warning
218,147,35,59,Safe
614,107,26,60,Warning
771,421,43,32,Critical
791,311,37,64,High Risk
802,111,34,61,Warning
207,460,29,91,Warning
403,520,26,71,High Risk
262,107,25,33,Safe
166,580,45,53,High Risk
300,386,33,33,Warning
992,539,44,47,Critical
858,417,27,35,High Risk
753,276,27,53,High Risk
51,570,24,67,Warning
161,166,33,31,Safe
82,328,28,85,Safe
264,105,35,34,Safe
915,452,23,50,High Risk
303,417,36,63,Warning
988,143,22,30,Warning
643,51,44,95,High Risk
984,577,36,42,Critical
594,593,32,51,High Risk
84,368,31,86,Warning
602,496,37,38,High Risk
185,115,20,54,Safe
461,169,38,31,Safe
832,499,37,55,High Risk
693,308,31,66,Warning
928,410,36,65,High Risk
457,315,43,89,High Risk
885,132,39,82,Warning
102,573,44,73,High Risk
198,60,40,70,Safe
289,261,37,80,Warning
89,415,31,42,Warning
499,151,44,56,Warning
214,596,37,82,Warning
491,102,43,48,Warning
810,138,24,88,High Risk
96,279,30,60,Safe
414,196,40,60,Safe
492,346,45,64,Warning
316,82,24,36,Safe
899,457,28,78,High Risk
870,181,35,77,Warning
498,350,20,54,Warning
273,506,30,63,High Risk
212,571,20,58,Warning
471,231,25,53,Warning
234,158,25,47,Safe
684,411,36,46,High Risk
981,230,45,71,High Risk
216,439,42,40,Warning
758,177,33,61,Warning
290,535,27,69,High Risk
513,296,37,52,Warning
983,430,25,61,High Risk
533,441,23,51,High Risk
385,269,33,31,Warning
425,507,27,71,High Risk
291,403,25,83,Warning
161,479,38,35,Warning
814,598,28,38,Critical
702,96,43,30,Warning
866,501,20,87,Critical
464,126,31,83,Safe
653,120,41,44,Warning
613,255,29,92,High Risk
742,238,45,88,High Risk
173,573,21,42,Warning
488,205,45,67,Warning
675,521,27,58,High Risk
511,432,43,32,High Risk
568,317,42,32,High Risk
427,522,43,87,Critical
597,329,38,67,Warning
421,236,25,84,Warning
796,84,35,87,High Risk
585,532,39,80,High Risk
373,537,32,91,High Risk
237,459,44,37,Warning
407,276,45,91,High Risk
895,167,27,64,Warning
247,131,31,89,Safe
702,254,20,94,High Risk
605,425,21,55,High Risk
666,94,39,44,Warning
713,100,24,60,Warning
548,382,42,82,High Risk
987,439,42,42,Critical
369,327,31,69,Warning
579,117,40,77,Warning
258,51,38,69,Safe
769,211,35,78,High Risk
577,136,23,52,Warning
782,393,21,58,High Risk
224,147,28,63,Safe
78,167,27,88,Safe
523,333,24,59,Warning
147,448,34,61,Warning
305,51,43,69,Warning
868,517,38,87,Critical
527,107,20,75,Warning
668,463,39,38,High Risk
896,80,23,38,Warning
405,369,39,86,High Risk
479,551,39,61,High Risk
807,158,30,78,Warning
629,498,20,49,High Risk
171,552,21,69,Warning
400,125,34,41,Safe
862,438,21,49,High Risk
791,295,44,55,High Risk
293,112,41,54,Warning
621,189,34,78,Warning
619,359,20,55,High Risk
649,438,26,59,High Risk
412,227,43,57,Warning
578,113,21,47,Warning
950,186,23,87,High Risk
356,444,44,68,High Risk
308,50,20,46,Safe
440,471,22,31,Warning
876,192,32,40,Warning
583,289,27,65,Warning
261,367,27,40,Warning
317,486,41,64,High Risk
792,518,32,48,Critical
942,415,30,63,High Risk
998,539,29,48,Critical
104,497,21,52,Warning
796,569,22,45,Critical
